id,section,question,option1,option2,option3,option4,correct
"97","Inyección Electrónica","¿Cuáles serían posibles consecuencias de una presión de combustible inestable al observar un oscilograma en un sistema GDI?","Irregularidades en la inyección y la combustión.","Mayor eficiencia en la atomización del combustible.","Reducción en las emisiones de CO2.","Variaciones constantes y predecibles en la presión.","Irregularidades en la inyección y la combustión."
"98","Inyección Electrónica","¿Cómo podría afectar un filtro de combustible obstruido a la presión de combustible en un sistema GDI?","Reducción en la presión de combustible debido a la restricción del flujo.","Aumento en la eficiencia del combustible.","Mayor formación de depósitos en las válvulas de admisión.","Variaciones irregulares en la presión durante la inyección.","Reducción en la presión de combustible debido a la restricción del flujo."
"99","Inyección Electrónica","¿Qué podrías inferir de un oscilograma de presión de combustible que muestra una caída abrupta durante la inyección en un sistema GDI?","Presión constante durante todo el ciclo.","Posible problema en los inyectores o en la bomba de combustible.","Reducción en las emisiones de CO2.","Variaciones constantes y predecibles en la presión.","Posible problema en los inyectores o en la bomba de combustible."
"100","Inyección Electrónica","¿Cuáles serían posibles consecuencias de una presión de combustible insuficiente durante la fase de arranque en un motor GDI?","Mayor eficiencia en la atomización del combustible.","Dificultades en la inyección inicial y arranque del motor.","Reducción en las emisiones de CO2.","Variaciones irregulares en la presión durante la inyección.","Dificultades en la inyección inicial y arranque del motor."
"101","Inyección Electrónica","Al analizar un oscilograma de presión de combustible en un sistema GDI, ¿cuáles podrían ser indicios de una bomba de combustible defectuosa?","Presión constante y proporcional a la carga del motor.","Variaciones irregulares en la presión, especialmente durante cambios de carga.","Presión insuficiente o incapaz de mantener la presión requerida.","Ausencia total de actividad en la forma de onda.","Presión insuficiente o incapaz de mantener la presión requerida."
"102","Inyección Electrónica","¿Cómo podría afectar un mal funcionamiento en el sensor de presión de combustible a la gestión de la inyección en un sistema GDI?","Mayor eficiencia en la combustión.","Reducción en las emisiones de CO2.","Problemas en la cantidad y el momento de la inyección debido a información incorrecta de la presión.","Variaciones constantes y predecibles en la presión.","Problemas en la cantidad y el momento de la inyección debido a información incorrecta de la presión."
"103","Inyección Electrónica","¿Cuáles podrían ser síntomas de un fallo en una bobina de encendido en un sistema GDI?","Pérdida de potencia del motor.","Tirones y sacudidas durante la aceleración.","Humo blanco en el escape.","Vibraciones excesivas del motor.","Tirones y sacudidas durante la aceleración."
"104","Inyección Electrónica","Al examinar un oscilograma de la señal de la bobina de encendido, ¿qué indicaría un problema en dicha bobina?","Irregularidades en la forma de onda durante la fase de encendido.","Forma de onda constante y sin cambios.","Ausencia total de actividad en la forma de onda.","Frecuencia constante durante todo el ciclo de encendido.","Irregularidades en la forma de onda durante la fase de encendido."
"105","Inyección Electrónica","¿Cuáles podrían ser consecuencias de un mal funcionamiento en una bobina de encendido en un motor GDI?","Deterioro en la eficiencia de la combustión y aumento de las emisiones.","Reducción en la temperatura del refrigerante.","Mejora en la eficiencia del sistema EGR.","Mayor duración de las bujías.","Deterioro en la eficiencia de la combustión y aumento de las emisiones."
"106","Inyección Electrónica","Al analizar un oscilograma de la señal de una bobina de encendido, ¿qué indicaría una descarga prematura?","Forma de onda constante y sin cambios.","Descargas antes del tiempo programado de encendido.","Ausencia total de actividad en la forma de onda.","Frecuencia constante durante todo el ciclo de encendido.","Descargas antes del tiempo programado de encendido."
"107","Inyección Electrónica","¿Qué síntomas podrían estar relacionados con un fallo en la bobina de encendido durante la fase de arranque en un motor GDI?","Dificultades para encender el motor.","Pérdida de potencia en altas RPM.","Reducción en las emisiones de CO2.","Vibraciones excesivas del motor.","Dificultades para encender el motor."
"108","Inyección Electrónica","¿Cómo podría afectar un mal funcionamiento en una bobina de encendido a la mezcla aire-combustible en un sistema GDI?","Reducción en las emisiones de CO2.","Desbalances en la mezcla y aumento en las emisiones de hidrocarburos.","Mejora en la eficiencia del sistema EGR.","Mayor vida útil de los sensores de oxígeno.","Desbalances en la mezcla y aumento en las emisiones de hidrocarburos."
"109","Inyección Electrónica","¿Cuáles podrían ser consecuencias de una bobina de encendido defectuosa en términos de formación de depósitos en las válvulas de admisión?","Incremento en la formación de depósitos debido a una combustión incompleta.","Reducción en la eficiencia del sistema EGR.","Mejora en la eficiencia de la combustión.","Menor formación de óxidos de nitrógeno (NOx).","Incremento en la formación de depósitos debido a una combustión incompleta."
"110","Inyección Electrónica","Al observar un oscilograma de la señal de la bobina de encendido, ¿qué indicaría una descarga tardía?","Forma de onda constante y sin cambios.","Descargas antes del tiempo programado de encendido.","Retardo en las descargas después del tiempo programado de encendido.","Frecuencia constante durante todo el ciclo de encendido.","Retardo en las descargas después del tiempo programado de encendido."
"111","Inyección Electrónica","¿Cuál podría ser el impacto de un fallo en una bobina de encendido en las emisiones de NOx en un motor GDI?","Reducción en las emisiones de CO2.","Mejora en la eficiencia de la combustión.","Aumento en las emisiones de NOx debido a una combustión incompleta.","Menor formación de depósitos en las válvulas de admisión.","Aumento en las emisiones de NOx debido a una combustión incompleta."
"112","Inyección Electrónica","¿Cuáles podrían ser consecuencias de una bobina de encendido defectuosa al analizar los niveles de emisiones en un motor MPI?","Aumento en las emisiones de hidrocarburos y CO.","Reducción en las emisiones de NOx.","Variaciones en la presión de combustible.","Irregularidades en la forma de onda del sensor MAF.","Aumento en las emisiones de hidrocarburos y CO."
"113","Inyección Electrónica","¿Cómo afectaría un problema en la bobina de encendido a la eficiencia del sistema EGR en un motor MPI?","Reducción en la eficiencia del sistema EGR.","Mayor eficiencia en la recirculación de gases.","Oscilaciones irregulares en la frecuencia del flujo de aire.","Aumento en las emisiones de CO2.","Reducción en la eficiencia del sistema EGR."
"114","Inyección Electrónica","¿Cuál podría ser el impacto de una bobina de encendido defectuosa en la formación de depósitos en las bujías?","Mayor formación de depósitos debido a la combustión incompleta.","Reducción en la formación de depósitos.","Oscilaciones irregulares en la frecuencia del flujo de aire.","Irregularidades en la forma de onda del sensor de temperatura del refrigerante.","Mayor formación de depósitos debido a la combustión incompleta."
"115","Inyección Electrónica","¿Qué características en un oscilograma de la señal de encendido podrían indicar problemas en la bobina de encendido?","Frecuencia constante durante todo el ciclo de encendido.","Irregularidades en la forma de onda, como picos inusuales.","Forma de onda constante y sin cambios.","Ausencia total de actividad en la forma de onda.","Irregularidades en la forma de onda, como picos inusuales."
"116","Inyección Electrónica","¿Cómo podría afectar la acumulación de depósitos en los inyectores a las emisiones de un motor MPI?","Reducción en la eficiencia de la combustión y aumento de las emisiones.","Mayor eficiencia del sistema EGR.","Combustión a temperaturas más bajas.","Menor formación de NOx.","Reducción en la eficiencia de la combustión y aumento de las emisiones."
"117","Inyección Electrónica","¿Cuáles son posibles causas de emisiones elevadas de CO (monóxido de carbono) en un sistema de inyección GDI?","Mezcla pobre.","Baja presión de combustible.","Inyectores en buen estado.","Sensor de temperatura del refrigerante defectuoso.","Mezcla pobre."
"118","Inyección Electrónica","¿Cómo podría contribuir la formación de depósitos en las válvulas de admisión a un aumento en las emisiones de CO en un motor GDI?","Reducción en la eficiencia de la combustión.","Mayor eficiencia del sistema EGR.","Combustión a temperaturas más bajas.","Ajuste preciso del tiempo de inyección.","Reducción en la eficiencia de la combustión."
"119","Inyección Electrónica","¿Qué efecto podría tener una mezcla aire-combustible desequilibrada en términos de emisiones en un sistema MPI?","Aumento en las emisiones de CO2.","Aumento en las emisiones de NOx.","Reducción en las emisiones de hidrocarburos.","Mayor vida útil de los sensores de oxígeno.","Aumento en las emisiones de NOx."
"120","Inyección Electrónica","¿Cuáles podrían ser las consecuencias de una fuga en el sistema de escape en un motor GDI?","Reducción en las emisiones de CO.","Aumento en las emisiones de hidrocarburos no quemados.","Mejora en la eficiencia del sistema EGR.","Menor formación de depósitos en los inyectores.","Aumento en las emisiones de hidrocarburos no quemados."
"121","Inyección Electrónica","¿Qué papel juega la temperatura del motor en relación con las emisiones en un sistema de inyección MPI?","Temperaturas demasiado altas pueden aumentar las emisiones de NOx.","Temperaturas bajas reducen las emisiones de CO2.","No tiene impacto en las emisiones.","Incrementa la eficiencia de la combustión.","Temperaturas demasiado altas pueden aumentar las emisiones de NOx."
"122","Inyección Electrónica","¿Cuáles son posibles efectos de la variación en la calidad del combustible en las emisiones en un sistema GDI?","Reducción en las emisiones de CO.","Aumento en las emisiones de partículas.","Mejora en la eficiencia del sistema EGR.","Menor formación de depósitos en los inyectores.","Aumento en las emisiones de partículas."
"123","Inyección Electrónica","¿Qué efectos podría tener un sensor de oxígeno defectuoso en las emisiones de un motor GDI?","Mezcla desequilibrada y aumento de las emisiones.","Reducción en las emisiones de CO2.","Mayor eficiencia del sistema EGR.","Combustión a temperaturas más bajas.","Mezcla desequilibrada y aumento de las emisiones."
"124","Inyección Electrónica","¿Cuáles podrían ser las consecuencias de una presión de combustible baja en un sistema MPI?","Menor formación de NOx.","Aumento en las emisiones de hidrocarburos no quemados.","Reducción en las emisiones de CO2.","Mayor eficiencia del sistema EGR.","Aumento en las emisiones de hidrocarburos no quemados."
"125","Inyección Electrónica","¿Cuáles podrían ser las consecuencias de un fallo en los sensores de temperatura del refrigerante en un sistema MPI?","Oscilaciones inconsistentes en la mezcla aire-combustible.","Reducción en las emisiones de CO.","Mayor eficiencia del sistema EGR.","Menor formación de depósitos en los inyectores.","Oscilaciones inconsistentes en la mezcla aire-combustible."
"126","Inyección Electrónica","¿Cuáles podrían ser las consecuencias de un fallo en los inyectores en un sistema MPI?","Reducción en la eficiencia de la combustión y aumento de las emisiones.","Mayor eficiencia del sistema EGR.","Combustión a temperaturas más bajas.","Menor formación de NOx.","Reducción en la eficiencia de la combustión y aumento de las emisiones."
"127","Inyección Electrónica","¿Cuáles podrían ser causas de un encendido retardado en un motor MPI?","Bujías desgastadas o con espacio de separación incorrecto.","Filtro de aire obstruido.","Presión de combustible excesiva.","Sensor de temperatura del refrigerante defectuoso.","Bujías desgastadas o con espacio de separación incorrecto."
"128","Inyección Electrónica","¿Cómo podría afectar la acumulación de depósitos en las bujías a la calidad del encendido en un motor GDI?","Dificultades en el encendido y posible pérdida de potencia.","Mayor eficiencia del sistema EGR.","Combustión a temperaturas más bajas.","Ajuste preciso del tiempo de inyección.","Dificultades en el encendido y posible pérdida de potencia."
"129","Inyección Electrónica","¿Cuáles podrían ser los efectos de un fallo en el sistema de encendido por chispa en un motor GDI?","Reducción en las emisiones de CO.","Problemas en el encendido y la combustión.","Mejora en la eficiencia del combustible.","Menor formación de depósitos en los inyectores.","Problemas en el encendido y la combustión."
"130","Inyección Electrónica","¿Cómo podría afectar un fallo en los inyectores en un sistema GDI a la forma de onda del oscilograma de la presión de combustible?","Rápida disminución seguida de un aumento gradual en la presión.","Presión constante sin cambios significativos.","Cierre abrupto sin apertura completa.","Ausencia total de actividad en la forma de onda.","Rápida disminución seguida de un aumento gradual en la presión."
"131","Inyección Electrónica","¿Qué efectos podría tener un mal funcionamiento en el sistema de control electrónico en las señales de un oscilograma en un motor MPI?","Variaciones en la amplitud sin relación con la carga del motor.","Irregularidades en la forma de onda de varios sensores.","Forma de onda constante y proporcional a la carga del motor.","Ausencia total de señal.","Irregularidades en la forma de onda de varios sensores."
"132","Inyección Electrónica","¿Qué indicaría un oscilograma de un inyector en un motor GDI con problemas de atomización del combustible?","Picado en la forma de onda con patrones irregulares.","Señal constante y proporcional a la carga del motor.","Ausencia total de actividad.","Oscilaciones consistentes con la velocidad del motor.","Picado en la forma de onda con patrones irregulares."
"133","Inyección Electrónica","Al observar un oscilograma en la línea CAN, ¿cuáles podrían ser indicativos de un problema en la red?","Voltajes constantes alrededor de 5 V.","Variaciones inusuales en la amplitud de la señal.","Frecuencia constante de mensajes CAN.","Ausencia total de actividad en la línea.","Variaciones inusuales en la amplitud de la señal."
"134","Inyección Electrónica","¿Qué valores de voltaje podrían considerarse normales en una línea CAN durante la comunicación?","2 V.","2.5 V.","3 V.","4 V.","2.5 V."
"135","Inyección Electrónica","¿Qué podría indicar una frecuencia demasiado alta de mensajes CAN en un oscilograma para el control de la inyección?","Buena salud de la red CAN.","Problemas de interferencia o ruido en la línea.","Ausencia total de actividad en la línea.","Variaciones normales en la amplitud de la señal.","Problemas de interferencia o ruido en la línea."
"136","Inyección Electrónica","¿Qué valores de resistencia en ohmios podrían indicar un problema en la terminación de la línea CAN?","60 ohmios.","120 ohmios.","180 ohmios.","220 ohmios.","120 ohmios."
"137","Inyección Electrónica","¿Qué podría indicar una falta de mensajes CAN en un oscilograma?","Posible fallo en la comunicación o desconexión de nodos.","Frecuencia constante de mensajes CAN.","Voltajes constantes y baja amplitud de la señal.","Variaciones normales en la amplitud de la señal.","Posible fallo en la comunicación o desconexión de nodos."
"138","Inyección Electrónica","Al observar un oscilograma de la duración de la inyección en un sistema GDI, ¿cuáles podrían ser indicios de un problema en el sistema?","Rápida variación en la duración de la inyección.","Duración constante de la inyección.","Problemas en el sensor MAF (Flujo de Aire de Masa).","Frecuencia constante de inyecciones por ciclo.","Rápida variación en la duración de la inyección."
"139","Inyección Electrónica","¿Qué podrían indicar oscilaciones excesivas en la duración de la inyección en un sistema MPI?","Posibles problemas en la presión de combustible.","Sensor de oxígeno defectuoso.","Regulador de presión de combustible en buen estado.","Válvula de mariposa abierta de manera constante.","Posibles problemas en la presión de combustible."
"140","Inyección Electrónica","¿Cuál podría ser la causa de una duración de inyección más corta de lo esperado en un sistema MPI?","Válvula de mariposa abierta de manera irregular.","Problemas en el sensor de temperatura del refrigerante.","Posibles problemas en el sensor MAF (Flujo de Aire de Masa).","Variación normal en la presión de combustible.","Posibles problemas en el sensor MAF (Flujo de Aire de Masa)."
"141","Inyección Electrónica","¿Cuál podría ser la causa de una duración de inyección más corta de lo esperado en un sistema MPI?","Válvula de mariposa abierta de manera irregular.","Problemas en el sensor de temperatura del refrigerante.","Posibles problemas en el sensor MAP (Presión de Masa de Aire)","Variación normal en la presión de combustible.","Posibles problemas en el sensor MAP (Presión de Masa de Aire)"
"142","Inyección Electrónica","¿Qué podrían indicar oscilaciones periódicas en la duración de la inyección en un sistema MPI?","Variación normal en la presión de combustible.","Posible problema en el sensor de posición del árbol de levas.","Regulador de presión de combustible en buen estado.","Frecuencia constante de inyecciones por ciclo.","Posible problema en el sensor de posición del árbol de levas."
"143","Inyección Electrónica","¿Cuáles podrían ser las consecuencias de una duración de inyección constante y baja durante la fase de deceleración en un sistema GDI?","Aumento en las emisiones de hidrocarburos no quemados.","Posibles problemas en el sistema de control de inyección durante la deceleración.","Reducción en las emisiones de CO.","Mayor eficiencia del sistema EGR.","Posibles problemas en el sistema de control de inyección durante la deceleración."
"144","Inyección Electrónica","Al analizar un oscilograma de la tasa de inyección en un sistema GDI, ¿cómo se vería una variación irregular en la duración de la inyección?","Reducción en la duración de la inyección durante la fase de carga.","Puede indicar problemas en la sincronización de los inyectores o en el sistema de control.","Variación en la frecuencia de la señal.","Aumento constante en la duración de la inyección.","Puede indicar problemas en la sincronización de los inyectores o en el sistema de control."
"145","Inyección Electrónica","¿Cuál podría ser la causa de una duración de inyección variable durante la fase de ralentí en un sistema MPI?","Sensor de posición del acelerador en buen estado.","Buena calidad de combustible.","Posibles problemas en el sistema de control de ralentí.","Filtro de combustible obstruido.","Posibles problemas en el sistema de control de ralentí."
"146","Inyección Electrónica","¿Cómo se vería un oscilograma afectado por una válvula de inyección que se cierra lentamente durante la fase de carga en un sistema MPI?","Reducción en la duración de la inyección.","Aumento en la duración de la inyección durante la fase de ralentí.","Variación en la frecuencia de la señal.","Prolongación en la duración de la inyección.","Prolongación en la duración de la inyección."
"222","Chasis, Suspensión y Frenos","¿Cuál es la misión principal del sistema de suspensión?","Aumentar la velocidad","Reducir el peso del vehículo","Asegurar confort y estabilidad","Mejorar el consumo de combustible","Asegurar confort y estabilidad"
"223","Chasis, Suspensión y Frenos","¿Qué elemento de la suspensión absorbe las irregularidades del camino?","Barra estabilizadora","Amortiguador","Eje rígido","Rack de dirección","Amortiguador"
"224","Chasis, Suspensión y Frenos","¿Cuál es un elemento elástico de la suspensión?","Amortiguador","Muelle helicoidal","Barra de torsión del freno","Pinza de freno","Muelle helicoidal"
"225","Chasis, Suspensión y Frenos","¿Qué tipo de suspensión es más común en vehículos modernos?","Rígida","Semirrígida","Independiente","Neumática","Independiente"
"226","Chasis, Suspensión y Frenos","¿Qué sistema utiliza aire comprimido como elemento elástico?","Suspensión rígida","Suspensión hidráulica","Suspensión neumática","Suspensión mecánica","Suspensión neumática"
"227","Chasis, Suspensión y Frenos","¿Qué elemento une la carrocería con las ruedas y controla el movimiento vertical?","Tirantes","Muelles","Rótulas","Pastillas","Muelles"
"228","Chasis, Suspensión y Frenos","¿Cuál es la función de la barra estabilizadora?","Mejorar la frenada","Reducir el balanceo en curvas","Aumentar la potencia","Lubricar los amortiguadores","Reducir el balanceo en curvas"
"229","Chasis, Suspensión y Frenos","¿Qué componente amplifica la fuerza que aplica el conductor en el volante?","Eje rígido","Servoasistencia","Amortiguador","Bomba hidráulica de freno","Servoasistencia"
"230","Chasis, Suspensión y Frenos","¿Qué sistema usa un motor eléctrico para asistir la dirección?","Hidráulico","Electrohidráulico","Eléctrico (EPS)","Mecánico","Eléctrico (EPS)"
"231","Chasis, Suspensión y Frenos","¿Qué ángulo de la dirección se mide en grados y afecta el desgaste del neumático?","Avance","Caída","Convergencia","Desmultiplicación","Caída"
"232","Chasis, Suspensión y Frenos","¿Qué elemento produce la fuerza de frenado en un freno de disco?","Tambor","Zapatillas","Pastillas","Servo","Pastillas"
"233","Chasis, Suspensión y Frenos","¿Qué líquido transmite presión en un sistema hidráulico de frenos?","Refrigerante","Aceite motor","Líquido DOT","Grasa multiuso","Líquido DOT"
"234","Chasis, Suspensión y Frenos","¿Qué sistema mantiene detenido el vehículo en reposo?","Freno hidráulico delantero","Freno de disco trasero","Freno de estacionamiento","ABS","Freno de estacionamiento"
"235","Chasis, Suspensión y Frenos","¿Qué componente genera vacío para asistir al frenado?","Alternador","Bomba de vacío","Radiador","Catalizador","Bomba de vacío"
"236","Chasis, Suspensión y Frenos","¿Qué sistema evita que las ruedas se bloqueen al frenar?","ESP","ABS","TCS","EBD","ABS"
"237","Chasis, Suspensión y Frenos","¿Qué significa ESP?","Sistema de potencia electrónica","Programa electrónico de estabilidad","Sensores de presión estática","Sistema eléctrico primario","Programa electrónico de estabilidad"
"238","Chasis, Suspensión y Frenos","¿Qué elemento principal posee el freno de tambor?","Pastillas","Pinza","Zapatillas","Caliper","Zapatillas"
"239","Chasis, Suspensión y Frenos","El ángulo de avance afecta principalmente:","Estabilidad direccional","Altura del vehículo","Ancho de vía","Relación de compresión","Estabilidad direccional"
"240","Chasis, Suspensión y Frenos","El sistema TCS actúa sobre:","Vibraciones","Frenos y motor","Dirección asistida","Amortiguadores","Frenos y motor"
"241","Chasis, Suspensión y Frenos","¿Qué tipo de freno usa un caliper?","Tambor","Hidráulico","Disco","Estacionamiento mecánico","Disco"
"242","Chasis, Suspensión y Frenos","¿Qué elemento se acciona desde el pedal?","Amortiguador","Caja de dirección","Bomba de freno","Barra estabilizadora","Bomba de freno"
"243","Chasis, Suspensión y Frenos","La distancia de parada depende principalmente de:","Color del vehículo","Tipo de amortiguador","Adherencia y fuerza de frenado","Capacidad del alternador","Adherencia y fuerza de frenado"
"244","Chasis, Suspensión y Frenos","¿Qué componente conecta el volante con la caja de dirección?","Bielas","Columna de dirección","Muelles","Rótulas","Columna de dirección"
"245","Chasis, Suspensión y Frenos","¿Qué tipo de sistema compensa el reparto de frenado?","ABS","EBD/corrector","ESP","TCS","EBD/corrector"
"246","Chasis, Suspensión y Frenos","¿Qué elemento evita vibraciones excesivas de la suspensión?","Muelles","Amortiguadores","Tirantes","Casquillos","Amortiguadores"
"247","Chasis, Suspensión y Frenos","¿Qué fenómeno se produce cuando la frecuencia de vibración del vehículo coincide con la del camino?","Cavitación","Resonancia","Amortiguación","Deriva","Resonancia"
"248","Chasis, Suspensión y Frenos","¿Qué suspensión permite el movimiento independiente de cada rueda?","Rígida","Doble eje","Independiente","Semirrígida","Independiente"
"249","Chasis, Suspensión y Frenos","En una suspensión neumática, el control de altura depende de:","Muelles auxiliares","Sensor de nivel y compresor","Tirantes","ABS","Sensor de nivel y compresor"
"250","Chasis, Suspensión y Frenos","¿Qué componente define la dureza del amortiguador?","Diámetro del pistón","Longitud del vástago","Viscosidad del aceite","Longitud del muelle","Viscosidad del aceite"
"251","Chasis, Suspensión y Frenos","¿Qué tipo de dirección utiliza piñón y cremallera?","De bolas recirculantes","De tornillo sin fin","Mecánica simple","De cremallera","De cremallera"
"252","Chasis, Suspensión y Frenos","¿Cuál es la ventaja principal de la servoasistencia eléctrica sobre la hidráulica?","Mayor peso","Menor consumo de energía","Más compleja","No requiere sensores","Menor consumo de energía"
"253","Chasis, Suspensión y Frenos","¿Qué ángulo se relaciona directamente con el retorno natural del volante?","Caída","Convergencia","Avance","Divergencia","Avance"
"254","Chasis, Suspensión y Frenos","La geometría Ackermann está diseñada para:","Reducir la distancia de frenado","Lograr que las ruedas giren con diferentes radios en una curva","Evitar vibraciones","Mejorar la amortiguación","Lograr que las ruedas giren con diferentes radios en una curva"
"255","Chasis, Suspensión y Frenos","¿Qué factor incrementa la distancia de frenado?","Neumáticos nuevos","Mayor adherencia","Pavimento mojado","Frenos nuevos","Pavimento mojado"
"256","Chasis, Suspensión y Frenos","El fading de frenos ocurre por:","Exceso de humedad","Sobrecalentamiento","Falta de vacío","Aire en el sistema","Sobrecalentamiento"
"257","Chasis, Suspensión y Frenos","En un freno de disco, las pastillas se retraen por:","Presión negativa","Elasticidad de los sellos","Embrague centrífugo","Acción del ABS","Elasticidad de los sellos"
"258","Chasis, Suspensión y Frenos","El freno de tambor tiene como ventaja:","Mejor disipación térmica","Menor peso","Mejor multiplicación de fuerza","Menor desgaste","Mejor multiplicación de fuerza"
"259","Chasis, Suspensión y Frenos","¿Qué circuito de frenos es más seguro?","Línea simple","Doble circuito diagonal","Frenado lineal","Neumático simple","Doble circuito diagonal"
"260","Chasis, Suspensión y Frenos","El corrector de frenado actúa principalmente sobre:","Ruedas delanteras","Ruedas traseras","Caja de dirección","Amortiguadores","Ruedas traseras"
"261","Chasis, Suspensión y Frenos","La eficacia del ABS depende directamente de:","Longitud del chasis","Señal de los sensores de rueda","Tipo de amortiguador","Peso del conductor","Señal de los sensores de rueda"
"262","Chasis, Suspensión y Frenos","El TCS evita el patinamiento mediante:","Aumentar la presión del freno trasero","Reducir la potencia del motor y aplicar freno selectivo","Bloquear ruedas","Cortar la dirección","Reducir la potencia del motor y aplicar freno selectivo"
"263","Chasis, Suspensión y Frenos","El ESP actúa principalmente:","En rectas","Para evitar el subviraje o sobreviraje","Solo a altas velocidades","Solo con ABS activado","Para evitar el subviraje o sobreviraje"
"264","Chasis, Suspensión y Frenos","Los sistemas de freno neumáticos se usan comúnmente en:","Autos compactos","Motocicletas","Vehículos pesados","Bicicletas","Vehículos pesados"
"265","Chasis, Suspensión y Frenos","En un Mastervac, la fuerza aplicada al pistón del freno se incrementa por:","Resorte principal","Diferencia de presión","Circuito de aceite","Correa del motor","Diferencia de presión"
"266","Chasis, Suspensión y Frenos","Un ralentizador hidrodinámico actúa mediante:","Pastillas","Aceite y turbina","Aire comprimido","Frenos eléctricos","Aceite y turbina"
"267","Chasis, Suspensión y Frenos","¿Qué sensor es fundamental para el ABS?","Sensor MAP","Sensor TPS","Sensor de velocidad de rueda","Sensor lambda","Sensor de velocidad de rueda"
"268","Chasis, Suspensión y Frenos","¿Qué sistema permite mantener la trayectoria al frenar en curva?","ABS","ESP","TCS","EBD","ESP"
"269","Chasis, Suspensión y Frenos","¿Cuál es un síntoma de mala geometría de dirección?","Motor vibra","Ruido en la caja de cambios","Desgaste irregular de neumáticos","Baja presión de aceite","Desgaste irregular de neumáticos"
"270","Chasis, Suspensión y Frenos","¿Qué elemento hidráulico transforma la fuerza del pedal en presión?","Pinza","Caliper","Bomba de freno","Servo","Bomba de freno"
"271","Chasis, Suspensión y Frenos","¿Qué sucede si la frecuencia natural de la suspensión es demasiado baja?","El vehículo se vuelve rígido","Aumenta el balanceo y mareo del pasajero","Aumenta la capacidad de carga","Disminuye la absorción de impactos","Aumenta el balanceo y mareo del pasajero"
"272","Chasis, Suspensión y Frenos","Para calcular la frecuencia natural de un sistema masa-resorte se usa:","f = k·x","f = √(k/m)","f = (m·k)/x","f = m²/k","f = √(k/m)"
"273","Chasis, Suspensión y Frenos","En suspensión hidractiva, la rigidez depende de:","Barra estabilizadora","Superficie del pistón","Presión del fluido y esfera acumuladora","Viscosidad del aceite del motor","Presión del fluido y esfera acumuladora"
"274","Chasis, Suspensión y Frenos","En sistemas de amortiguación variable, el ajuste por viscosidad se logra mediante:","Modificación de presión de aire","Válvulas electrónicas que alteran la densidad aparente","Electro-válvulas que modifican canales de flujo","Cambios mecánicos en los muelles","Electro-válvulas que modifican canales de flujo"
"275","Chasis, Suspensión y Frenos","En dirección de cremallera, la relación de desmultiplicación depende de:","Número de dientes del piñón","Longitud del semieje","Ángulo de caída","Presión en el sistema","Número de dientes del piñón"
"276","Chasis, Suspensión y Frenos","¿Qué falla puede causar dureza intermitente en un sistema EPS?","Aire en el circuito","Fallo en sensor de torque","Fuga de líquido","Bomba defectuosa","Fallo en sensor de torque"
"277","Chasis, Suspensión y Frenos","El sobreviraje ocurre cuando:","El eje delantero pierde adherencia","El eje trasero pierde adherencia","El vehículo se eleva","El volante no regresa","El eje trasero pierde adherencia"
"278","Chasis, Suspensión y Frenos","El subviraje se corrige por el ESP actuando sobre:","Rueda delantera interior","Rueda delantera exterior","Rueda trasera interior","Rueda trasera exterior","Rueda delantera interior"
"279","Chasis, Suspensión y Frenos","El coeficiente de adherencia influye directamente en:","Caída","Longitud de los brazos oscilantes","Fuerza de frenado máxima posible","Viscosidad del líquido de frenos","Fuerza de frenado máxima posible"
"280","Chasis, Suspensión y Frenos","El fading de pastillas es mayor cuando:","Las pastillas están frías","Hay humedad","Se alcanzan temperaturas críticas del material","El pedal se acciona lentamente","Se alcanzan temperaturas críticas del material"
"281","Chasis, Suspensión y Frenos","En un freno de disco ventilado, la disipación térmica mejora por:","Mayor masa","Circulación interna de aire","Material cerámico","Mayor espesor del caliper","Circulación interna de aire"
"282","Chasis, Suspensión y Frenos","¿Qué parámetro permite identificar un freno hidráulico contaminado?","Color rojo","Alto punto de ebullición","Tono oscuro y humedad","Olor a gasolina","Tono oscuro y humedad"
"283","Chasis, Suspensión y Frenos","En un sistema de freno neumático, el tiempo de respuesta depende de:","Tamaño del caliper","Longitud de las tuberías y presión","Tipo de ABS","Ángulo de dirección","Longitud de las tuberías y presión"
"284","Chasis, Suspensión y Frenos","El hidrovac utiliza como fuente de asistencia:","Diferencia de presión con líquido hidráulico","Aire comprimido","Aceite de motor","Combustible vaporizado","Diferencia de presión con líquido hidráulico"
"285","Chasis, Suspensión y Frenos","El ralentizador eléctrico utiliza:","Corriente inducida","Flujo hidráulico","Vacío en el múltiple","Acción mecánica","Corriente inducida"
"286","Chasis, Suspensión y Frenos","El ABS modula la presión de frenado mediante:","Válvulas hidráulicas de apertura rápida","Muelles reguladores","Amortiguadores electrónicos","Bombas de combustible","Válvulas hidráulicas de apertura rápida"
"287","Chasis, Suspensión y Frenos","La distancia de parada mínima se logra cuando:","Se bloquean las ruedas","Existe adherencia máxima sin bloqueo","El ABS deja de actuar","El vehículo está frío","Existe adherencia máxima sin bloqueo"
"288","Chasis, Suspensión y Frenos","¿Qué causa vibración en el pedal durante el ABS?","Aire en el sistema","Activación de la bomba moduladora","Tambor ovalado","Rótula dañada","Activación de la bomba moduladora"
"289","Chasis, Suspensión y Frenos","¿Qué sistema utiliza yaw rate y ángulo de dirección para estabilizar el vehículo?","ABS","ESP","EBD","TCS","ESP"
