id,section,question,option1,option2,option3,option4,correct
140,"Inyección Electrónica",¿Qué componente protege el circuito de control de la ECU de los picos de voltaje inducidos por el inyector al desconectarse?,"Fusible.","Diodo Zener o circuito de protección (snubber circuit).","Resistor.","Capacitor.",Diodo Zener o circuito de protección (snubber circuit).
141,"Inyección Electrónica",Un oscilograma de inyector que muestra una "joroba" o pico de voltaje inicial al activarse (antes del pulso principal) indica:,"Falla del inyector.","Inyector de baja impedancia (requiere resistor externo).","Inyector piezoeléctrico.","Normal funcionamiento en inyectores de alta impedancia.",Normal funcionamiento en inyectores de alta impedancia.
142,"Inyección Electrónica",¿Qué efecto tiene un sensor IAT (Intake Air Temperature) que informa una temperatura muy baja (aire frío)?,"La ECU empobrece la mezcla.","La ECU enriquece la mezcla (asumiendo aire denso).","La ECU ignora el sensor.","La ECU cierra la EGR.",La ECU enriquece la mezcla (asumiendo aire denso).
143,"Inyección Electrónica",¿Cuál es el significado de "lambda" en el control de lazo cerrado (Closed Loop)?,"Presión de combustible.","Relación de la mezcla real respecto a la estequiométrica.","Voltaje de la batería.","Temperatura del motor.",Relación de la mezcla real respecto a la estequiométrica.
144,"Inyección Electrónica",Si un motor diésel con Common Rail falla al arrancar, pero tiene buena presión de riel, ¿cuál es la causa más probable?,"Bomba de alta presión dañada.","Fallo en el control de los inyectores (eléctrico/ECU) o fuga excesiva.","Filtro de aire sucio.","Sensor MAF defectuoso.",Fallo en el control de los inyectores (eléctrico/ECU) o fuga excesiva.
145,"Inyección Electrónica",¿Qué elemento controla la apertura de la mariposa de aceleración en un sistema Drive-by-Wire (acelerador electrónico)?,"Un cable de acero.","Un motor eléctrico (motor de mariposa).","El vacío del múltiple.","El pedal del acelerador directamente.",Un motor eléctrico (motor de mariposa).
146,"Inyección Electrónica",Un "Injector Buzz Test" o prueba de zumbido de inyectores comprueba:,"La presión de combustible.","Si los inyectores están eléctricamente operativos (solenoide).","Si la ECU está enviando pulso de inyección.","El caudal de inyección.",Si los inyectores están eléctricamente operativos (solenoide).
147,"Inyección Electrónica",El "Boost Pressure Sensor" o sensor de presión de sobrealimentación mide la presión en:,"El tanque de combustible.","El cárter.","El múltiple de admisión después del turbo.","El sistema de frenos.",El múltiple de admisión después del turbo.
148,"Inyección Electrónica",La estrategia "Deceleration Fuel Cut-Off" (DFCO) se utiliza para:,"Proteger el motor.","Aumentar la potencia.","Reducir emisiones y consumo durante la desaceleración (corte de inyección).","Enriquecer la mezcla.",Reducir emisiones y consumo durante la desaceleración (corte de inyección).
149,"Inyección Electrónica",¿Qué componente se utiliza para almacenar los vapores de combustible en el sistema EVAP?,"El filtro de combustible.","El canister de carbón activado.","El catalizador.","El resonador.",El canister de carbón activado.
150,"Inyección Electrónica",¿Qué puede causar que el "Short Term Fuel Trim" (STFT) esté consistentemente en valores negativos (-)?,"Mezcla pobre (poca gasolina).","Mezcla rica (demasiada gasolina), la ECU intenta reducir el combustible.","Sensor MAF defectuoso.","Fuga de vacío.",Mezcla rica (demasiada gasolina), la ECU intenta reducir el combustible.
151,"Inyección Electrónica",Si el motor falla solo en ralentí, y el problema se resuelve desconectando la manguera PCV, la causa probable es:,"Válvula PCV atascada abierta (fuga de vacío).","Bujías dañadas.","Bomba de combustible ruidosa.","Presión de combustible alta.",Válvula PCV atascada abierta (fuga de vacío).
152,"Inyección Electrónica",La medición de caudal (flow rate) de los inyectores indica:,"La resistencia eléctrica.","La cantidad de combustible inyectada en un tiempo determinado.","La presión que generan.","El tiempo de respuesta.",La cantidad de combustible inyectada en un tiempo determinado.
153,"Inyección Electrónica",¿Cuál es la función del "Injector Driver" dentro de la ECU?,"Almacenar los códigos de falla.","Proporcionar la conexión a tierra controlada (negativo) para activar el inyector.","Suministrar los 12V al inyector.","Medir la resistencia del inyector.",Proporcionar la conexión a tierra controlada (negativo) para activar el inyector.
154,"Inyección Electrónica",El "Knock Sensor" (Sensor de detonación) detecta:,"La velocidad del motor.","Vibraciones anormales del motor (detonación o cascabeleo).","La temperatura del escape.","La presión del aceite.",Vibraciones anormales del motor (detonación o cascabeleo).
155,"Inyección Electrónica",Cuando el sensor de detonación detecta cascabeleo, la ECU:,"Aumenta el avance del encendido.","Retrasa el avance del encendido.","Aumenta el tiempo de inyección.","Cierra la válvula EGR.",Retrasa el avance del encendido.
156,"Inyección Electrónica",¿Qué problema puede generar un arnés de cableado dañado (rozado) del sensor de oxígeno, causando un corto a positivo?,"Señal de 0 V (mezcla pobre)","Señal de 5 V (mezcla rica falsa)","Señal de 2.5 V constante.","Señal intermitente.",Señal de 5 V (mezcla rica falsa)
157,"Inyección Electrónica",Un oscilograma de un inyector piezoeléctrico diésel se caracteriza por:,"Un solo pulso largo.","Múltiples pulsos (pre-inyección, principal y post-inyección).","Un pulso cuadrado constante.","Una onda sinusoidal.",Múltiples pulsos (pre-inyección, principal y post-inyección).
158,"Inyección Electrónica",En sistemas de inyección Common Rail, el DRV (Pressure Control Valve) o regulador de caudal se encuentra en:,"El riel (rail).","La línea de retorno.","La bomba de alta presión.","El tanque de combustible.",La bomba de alta presión.
159,"Inyección Electrónica",¿Qué ocurre si el sensor ECT (Engine Coolant Temperature) falla e informa a la ECU que el motor está siempre frío?,"Ralentí bajo y consumo reducido.","Mezcla rica excesiva, alto consumo y posible humo negro.","Mezcla pobre y sobrecalentamiento.","El motor no arranca.",Mezcla rica excesiva, alto consumo y posible humo negro.
160,"Inyección Electrónica",El sistema "VVT" (Variable Valve Timing) o distribución variable tiene como objetivo principal:,"Reducir el peso del motor.","Optimizar el rendimiento y las emisiones en todo el rango de RPM.","Simplificar la distribución.","Reducir la fricción.",Optimizar el rendimiento y las emisiones en todo el rango de RPM.
161,"Inyección Electrónica",En un sistema GDI, ¿qué capa de inyección (layering) se utiliza para arrancar el motor en frío?,"Inyección homogénea.","Inyección estratificada.","Inyección de retorno.","Inyección de baja presión.",Inyección homogénea.
162,"Inyección Electrónica",¿Qué es el "Pump Scope" o prueba de bomba de combustible?,"Medir el ruido de la bomba.","Medir el consumo de corriente de la bomba para evaluar su estado mecánico.","Medir la presión en el riel.","Medir la temperatura de la bomba.",Medir el consumo de corriente de la bomba para evaluar su estado mecánico.
163,"Inyección Electrónica",Un voltaje de referencia (VREF) de 5V es común para alimentar:,"Inyectores de combustible.","Sondas lambda.","Sensores MAP, TPS y algunos CKP/CMP.","El alternador.",Sensores MAP, TPS y algunos CKP/CMP.
164,"Inyección Electrónica",Si el motor está en "Modo de Circuito Abierto Forzado" debido a un fallo en el sensor de oxígeno, la ECU utiliza valores preestablecidos llamados:,"Datos de adaptación (Learning Data).","Mapas de respaldo (Default Maps) o Modo de Emergencia (Limp Home).","Códigos de falla genéricos.","Datos de DTC.",Mapas de respaldo (Default Maps) o Modo de Emergencia (Limp Home).
165,"Inyección Electrónica",En la inyección Common Rail, si la presión del riel cae de forma repentina durante la aceleración, la causa más probable es:,"Fallo del sensor MAP.","Filtro de aire obstruido.","Fuga en el riel o fallo de la bomba de alta presión (pérdida de caudal).","Bujías defectuosas.",Fuga en el riel o fallo de la bomba de alta presión (pérdida de caudal).
166,"Inyección Electrónica",¿Qué prueba se utiliza para comprobar la capacidad del inyector para atomizar correctamente el combustible?,"Prueba de resistencia.","Prueba de patrón de pulverización (Spray Pattern Test).","Prueba de tiempo de respuesta.","Prueba de presión del riel.",Prueba de patrón de pulverización (Spray Pattern Test).
167,"Inyección Electrónica",La regeneración activa en un DPF (Diesel Particulate Filter) se logra mediante:,"Aumento de la presión de admisión.","Inyección de combustible después de la combustión para aumentar la temperatura del escape.","Activación del aire acondicionado.","Reducción de la presión del riel.",Inyección de combustible después de la combustión para aumentar la temperatura del escape.
168,"Inyección Electrónica",¿Qué sensor mide la presión diferencial a través del DPF?,"Sensor de presión barométrica.","Sensor de presión de combustible.","Sensor de presión diferencial del filtro de partículas.","Sensor de temperatura del escape.",Sensor de presión diferencial del filtro de partículas.
169,"Inyección Electrónica",Un voltaje constante de 0.45V en un sensor de oxígeno Narrowband después de calentar el motor indica:,"Mezcla perfectamente estequiométrica (ideal).","El sensor está "congelado" o defectuoso (no oscila).","Mezcla rica.","Mezcla pobre.",El sensor está "congelado" o defectuoso (no oscila).
170,"Inyección Electrónica",¿Qué código DTC se relaciona con fallas del sistema EVAP, como tapa de combustible suelta o manguera rota?,"P0300","P0420","P0440 (o similares, P044X)","P0171","P0440 (o similares, P044X)"
171,"Inyección Electrónica",El caudalímetro (MAF) de hilo caliente opera midiendo:,"El vacío generado en el múltiple.","La cantidad de corriente necesaria para mantener el hilo a una temperatura constante.","La humedad del aire.","La velocidad del motor.",La cantidad de corriente necesaria para mantener el hilo a una temperatura constante.
172,"Inyección Electrónica",¿Qué componente está directamente controlado por la señal PWM (Pulse Width Modulation) de la ECU?,"El volante de inercia.","El inyector de combustible o la válvula IAC.","El sensor CKP.","La bomba de aceite.",El inyector de combustible o la válvula IAC.
173,"Inyección Electrónica",En un motor GDI, el sensor de NOx se utiliza para:,"Medir el caudal de aire.","Controlar la cantidad de óxidos de nitrógeno para el post-tratamiento de gases.","Medir la temperatura del motor.","Determinar la posición del pedal.",Controlar la cantidad de óxidos de nitrógeno para el post-tratamiento de gases.
174,"Inyección Electrónica",El "Adaptive Cruise Control" (Control de Crucero Adaptativo) afecta a la inyección electrónica al:,"Modificar la presión de aceite.","Solicitar a la ECU un aumento o disminución de la aceleración (demanda de par).","Controlar el sistema ABS.","Desactivar el freno de mano.",Solicitar a la ECU un aumento o disminución de la aceleración (demanda de par).
175,"Inyección Electrónica",¿Qué fenómeno ocurre cuando el motor se apaga y el combustible sigue encendiéndose de forma incontrolada (run-on)?,"Detonación.","Ralentí.","Dieseling (Autoencendido).","Subviraje.",Dieseling (Autoencendido).
176,"Inyección Electrónica",Si el motor sufre de "Vapor Lock" (bloqueo por vapor), la causa es:,"Aire en el sistema de frenos.","Vaporización del combustible en la línea debido al calor, impidiendo el flujo de líquido.","Presión alta de combustible.","Inyectores tapados.",Vaporización del combustible en la línea debido al calor, impidiendo el flujo de líquido.
177,"Inyección Electrónica",La principal desventaja de la inyección multipunto (MPI) comparada con GDI es:,"Menor costo.","Mayor complejidad.","Menor control de la mezcla en la cámara y menor eficiencia a baja carga.","Mayor riesgo de suciedad en inyectores.",Menor control de la mezcla en la cámara y menor eficiencia a baja carga.
178,"Inyección Electrónica",En la inyección Common Rail, si se realiza un test de fugas en el retorno de inyectores y uno de ellos tiene un caudal excesivo, la consecuencia es:,"Ralentí inestable o fallo de arranque (pérdida de presión en el riel).","Aumento de potencia.","Mezcla rica.","Humo azul.",Ralentí inestable o fallo de arranque (pérdida de presión en el riel).
179,"Inyección Electrónica",¿Qué mide un sensor de "Wideband" (Banda ancha) o LSU (Linear Switching Unit)?,"El voltaje de la batería.","La presión del múltiple.","La concentración exacta de oxígeno en el escape (valor lambda).","La vibración del motor.",La concentración exacta de oxígeno en el escape (valor lambda).
180,"Inyección Electrónica",El principio de funcionamiento del sensor de presión de riel Common Rail se basa en:,"Efecto Hall.","Piezorresistencia (Strain Gauge).","Hilo caliente.","Termistor.",Piezorresistencia (Strain Gauge).
181,"Inyección Electrónica",Un oscilograma de un sensor CKP inductivo debe mostrar una señal:,"Cuadrada limpia.","Sinusoidal (AC) con amplitud creciente con la velocidad.","Constante de 5 V.","Aleatoria.",Sinusoidal (AC) con amplitud creciente con la velocidad.
182,"Inyección Electrónica",¿Qué indica una prueba de fugas del sistema EVAP si se aplica humo y este sale por el tapón del combustible?,"El sistema está perfecto.","El tapón está defectuoso o mal cerrado.","La válvula de purga está abierta.","El canister está saturado.",El tapón está defectuoso o mal cerrado.
183,"Inyección Electrónica",Si se requiere aumentar el octanaje de la gasolina, ¿qué componente se añade?,"Azufre.","Tetraetilo de plomo o aditivos oxigenados (etanol, MTBE).","Agua.","Sal.",Tetraetilo de plomo o aditivos oxigenados (etanol, MTBE).
184,"Inyección Electrónica",La unidad de control electrónico (ECU) de la inyección se conoce comúnmente como:,"TCM","PCM (Powertrain Control Module) o ECM","BCM","ABS Module","PCM (Powertrain Control Module) o ECM"
185,"Inyección Electrónica",¿Cuál es la función del "Throttle Body Heater" (calentador del cuerpo de aceleración)?,"Evitar que el combustible se congele.","Evitar la formación de hielo en la placa de la mariposa por la caída de presión.","Calentar el sensor TPS.","Aumentar el ralentí.",Evitar la formación de hielo en la placa de la mariposa por la caída de presión.
186,"Inyección Electrónica",Si el motor está en "Condición de mezcla estratificada" (GDI), la inyección ocurre principalmente:,"Durante la carrera de admisión.","Al inicio de la carrera de compresión.","Durante el escape.","Durante la carrera de potencia.",Al inicio de la carrera de compresión.
187,"Inyección Electrónica",Un código DTC P0121 se refiere a un problema de rango/rendimiento del circuito del sensor:,"MAF.","MAP.","TPS (o Sensor de Posición del Pedal).","ECT.","TPS (o Sensor de Posición del Pedal)."
188,"Inyección Electrónica",¿Qué acción se debe tomar después de reemplazar un cuerpo de aceleración electrónico (Drive-by-Wire)?,"Reemplazar el filtro de aire.","Realizar un "reaprendizaje de ralentí" o adaptación (Throttle Body Relearn).","Cambiar las bujías.","Pisar el acelerador a fondo 10 veces.",Realizar un "reaprendizaje de ralentí" o adaptación (Throttle Body Relearn).
189,"Inyección Electrónica",Si un motor tiene un encendido tardío (Ignition Retard), el efecto es:,"Aumento de potencia.","Aumento de la temperatura del gas de escape y pérdida de eficiencia.","Menor consumo.","Ralentí más estable.",Aumento de la temperatura del gas de escape y pérdida de eficiencia.
190,"Inyección Electrónica",El "Crankshaft Target Wheel" (rueda fónica del cigüeñal) es utilizada por el sensor CKP para determinar:,"La presión de aceite.","La posición y velocidad angular del cigüeñal (sincronización).","La presión barométrica.","La temperatura.",La posición y velocidad angular del cigüeñal (sincronización).
191,"Inyección Electrónica",¿Qué es el "Pitching" en el control de inyección?,"El balanceo lateral del vehículo.","La cantidad de combustible que queda en el tanque.","La compensación de combustible por los movimientos longitudinales del vehículo (aceleración/frenado).","El ruido del motor.",La compensación de combustible por los movimientos longitudinales del vehículo (aceleración/frenado).
192,"Inyección Electrónica",Un problema de comunicación entre la ECU del motor y otros módulos (por ejemplo, ABS) se codifica con la letra:,"P","B","C","U (Network Communication)","U (Network Communication)"
193,"Inyección Electrónica",¿Qué sistema utiliza el sensor de oxígeno para monitorear la eficiencia de post-combustión?,"EGR.","Catalizador (Sonda post-catalizador).","VVT.","PCV.","Catalizador (Sonda post-catalizador)."
194,"Inyección Electrónica",En la inyección Common Rail, la válvula IMR o PCV (Pressure Control Valve) en el riel, se encarga de:,"Regular el caudal de la bomba.","Aliviar el exceso de presión del riel.","Controlar la temperatura del combustible.","Medir la presión.",Aliviar el exceso de presión del riel.
195,"Inyección Electrónica",¿Qué significa que un sistema de inyección es "Returnless" (sin retorno)?,"No tiene bomba de combustible.","El regulador de presión está en el tanque o el filtro, y no hay línea de retorno al tanque.","El combustible no regresa al riel.","Solo se usa en diésel.",El regulador de presión está en el tanque o el filtro, y no hay línea de retorno al tanque.
196,"Inyección Electrónica",El "Manifold Absolute Pressure" (MAP) se mide en:,"Kilogramos.","Miligramos/segundo.","Pascal o Bar (presión absoluta).","Grados Celsius.",Pascal o Bar (presión absoluta).
197,"Inyección Electrónica",Si el motor está en "Modo de Prueba de Humo" (Smog Test Mode), la ECU:,"Ignora las fallas temporales.","Ejecuta todos los monitores de emisiones para la certificación.","Aumenta el ralentí.","Corta el encendido.",Ejecuta todos los monitores de emisiones para la certificación.
198,"Inyección Electrónica",¿Qué tipo de sensor CKP/CMP utiliza un imán permanente y una bobina?,"Efecto Hall.","Inductivo.","Piezoeléctrico.","Resistivo.",Inductivo.
199,"Inyección Electrónica",La inyección electrónica diésel moderna se diferencia de la antigua (mecánica) por:,"La ausencia de pistones.","El control de inyección y presión completamente electrónico (solenoides/piezoeléctricos y Common Rail).","El uso de bujías.","El mayor octanaje del combustible.",El control de inyección y presión completamente electrónico (solenoides/piezoeléctricos y Common Rail).
200,"Inyección Electrónica",¿Cuál es el propósito del "High Side Driver" en la ECU para el control del inyector?,"Controlar la conexión a tierra.","Suministrar el voltaje positivo al inyector.","Medir el caudal.","Ajustar la presión.",Suministrar el voltaje positivo al inyector.
201,"Inyección Electrónica",Un alto valor de "Fuel Trim" positivo (+) indica que la ECU está:,"Quitando combustible (mezcla rica).","Agregando combustible (mezcla pobre, compensando).","Ignorando los sensores.","Activando la EGR.",Agregando combustible (mezcla pobre, compensando).
202,"Inyección Electrónica",¿Qué puede causar una lectura errónea de mezcla rica (alta tensión) en el sensor de oxígeno, si no hay realmente mezcla rica?,"Un agujero en el escape antes del sensor.","Cortocircuito del cable de señal a positivo de batería.","Fuga de aire en el múltiple de admisión.","Baja presión de combustible.",Cortocircuito del cable de señal a positivo de batería.
203,"Inyección Electrónica",Si un motor con GDI funciona en modo "estratificado", ¿cuál es el rango típico de lambda?,"λ = 1 (estequiométrico).","λ < 1 (rico).","λ > 1 (pobre, hasta 1.5-2).","λ = 0.","λ > 1 (pobre, hasta 1.5-2)."
204,"Inyección Electrónica",La prueba de compresión relativa (Relative Compression Test) con osciloscopio se realiza midiendo:,"El voltaje del sensor MAP.","El consumo de corriente del motor de arranque.","La presión en el riel.","La señal del inyector.",El consumo de corriente del motor de arranque.
205,"Inyección Electrónica",En el oscilograma del sensor de posición del árbol de levas (CMP), la sincronización se verifica con la señal de:,"El sensor IAT.","El sensor CKP.","El sensor TPS.","La sonda lambda.",El sensor CKP.
206,"Inyección Electrónica",¿Cuál es una causa común de un DTC P030X intermitente (fallo de encendido)?,"Bujía, bobina o cable intermitente (fisura).","Filtro de aire tapado.","Presión de aceite baja.","Bomba de agua dañada.",Bujía, bobina o cable intermitente (fisura).
207,"Inyección Electrónica",Si la señal del sensor de velocidad del vehículo (VSS) es errónea, la ECU puede fallar en:,"Ajustar el ralentí y el control de crucero.","Medir la temperatura del aire.","Activar la bomba de combustible.","Controlar la presión de aceite.",Ajustar el ralentí y el control de crucero.
208,"Inyección Electrónica",El combustible diésel utiliza el **Índice de Cetano** para medir:,"Su resistencia a la detonación.","Su tendencia a autoencenderse (menor retraso de ignición).","Su viscosidad.","Su punto de ebullición.",Su tendencia a autoencenderse (menor retraso de ignición).
209,"Inyección Electrónica",En un motor de gasolina, el **Índice de Octano** mide:,"La facilidad con la que se quema.","La presión de vapor.","Su resistencia a la detonación (pre-encendido).","La cantidad de azufre.",Su resistencia a la detonación (pre-encendido).
210,"Inyección Electrónica",¿Qué función cumple la **Válvula de Purga (Purge Valve)** del sistema EVAP?,"Ventilar el tanque constantemente.","Controlar el flujo de vapores de combustible almacenados en el canister hacia el múltiple de admisión.","Aumentar la presión del turbo.","Bloquear el flujo de combustible.",Controlar el flujo de vapores de combustible almacenados en el canister hacia el múltiple de admisión.
211,"Inyección Electrónica",Un **problema eléctrico** de cortocircuito a tensión en el cable de señal de un sensor de temperatura (ECT/IAT) que usa un termistor (NTC) resultará en una lectura:,"Muy baja (motor muy frío).","Muy alta (motor muy caliente).","Fluctuante.","Constante de 0 V.",Muy baja (motor muy frío).
212,"Inyección Electrónica",La prueba de **equilibrio de potencia (Power Balance Test)** se utiliza para:,"Medir el consumo de corriente de la batería.","Medir la contribución individual de cada cilindro al rendimiento del motor (desactivando la chispa/inyección uno por uno).","Ajustar la presión de aceite.","Revisar el filtro de aire.",Medir la contribución individual de cada cilindro al rendimiento del motor (desactivando la chispa/inyección uno por uno).
213,"Inyección Electrónica",En el oscilograma de inyección de un inyector de baja impedancia, se puede observar un circuito de control de corriente que reduce el amperaje a:,"0 A.","Un valor de "Holding Current" o corriente de retención.","10 A.","El voltaje de la batería.",Un valor de "Holding Current" o corriente de retención.
214,"Inyección Electrónica",¿Cuál es el significado de "MIL" en el contexto de diagnóstico OBD-II?,"Módulo de inyección lineal.","Lámpara indicadora de mal funcionamiento (Malfunction Indicator Lamp).","Módulo de control de ralentí.","Máximo impacto de luces.",Lámpara indicadora de mal funcionamiento (Malfunction Indicator Lamp).
215,"Inyección Electrónica",Un **código DTC Tipo A** (más severo) requiere que la MIL (Check Engine) se encienda en:,"El segundo ciclo de manejo de la falla.","Inmediatamente en el primer ciclo de manejo de la falla.","Después de 40 ciclos de manejo.","Solo en ralentí.",Inmediatamente en el primer ciclo de manejo de la falla.
216,"Inyección Electrónica",La **prueba de "Key On, Engine Off" (KOEO)** en un escáner:,"Arranca el motor de forma remota.","Verifica los circuitos eléctricos del sistema de inyección y la ECU sin arrancar el motor.","Mide la presión de aceite.","Sincroniza el CKP y el CMP.",Verifica los circuitos eléctricos del sistema de inyección y la ECU sin arrancar el motor.
217,"Inyección Electrónica",¿Qué problema eléctrico provoca que la ECU pierda la alimentación de memoria (Keep Alive Memory)?,"Fallo en el sensor MAF.","Batería o fusible de memoria (o constante) desconectado.","Filtro de combustible obstruido.","Cortocircuito en el sensor de oxígeno.",Batería o fusible de memoria (o constante) desconectado.
218,"Inyección Electrónica",Una forma de onda de inyección que muestra un pico de corriente demasiado alto durante la deceleración. ¿Qué indica?,Normal funcionamiento en deceleración,Posibles problemas en el sistema de control de inyección durante la deceleración,Reducción en las emisiones de CO,Mayor eficiencia del sistema EGR,Posibles problemas en el sistema de control de inyección durante la deceleración
219,"Inyección Electrónica",Al analizar un oscilograma de la tasa de inyección en un sistema GDI, ¿cómo se vería una variación irregular en la duración de la inyección?,Reducción en la duración de la inyección durante la fase de carga.,Puede indicar problemas en la sincronización de los inyectores o en el sistema de control.,Variación en la frecuencia de la señal.,Aumento constante en la duración de la inyección.,Puede indicar problemas en la sincronización de los inyectores o en el sistema de control.
220,"Inyección Electrónica",¿Cuál podría ser la causa de una duración de inyección variable durante la fase de ralentí en un sistema MPI?,Sensor de posición del acelerador en buen estado.,Buena calidad de combustible.,Posibles problemas en el sistema de control de ralentí.,Filtro de combustible obstruido.,Posibles problemas en el sistema de control de ralentí.
221,"Inyección Electrónica",¿Cómo se vería un oscilograma afectado por una válvula de inyección que se cierra lentamente durante la fase de carga en un sistema MPI?,Reducción en la duración de la inyección.,Aumento en la duración de la inyección durante la fase de ralentí.,Variación en la frecuencia de la señal.,Prolongación en la duración de la inyección.,Prolongación en la duración de la inyección.
222,"Chasis, Suspensión y Frenos",¿Cuál es la misión principal del sistema de suspensión?,Aumentar la velocidad,Reducir el peso del vehículo,Asegurar confort y estabilidad,Mejorar el consumo de combustible,Asegurar confort y estabilidad
223,"Chasis, Suspensión y Frenos",¿Qué elemento de la suspensión absorbe las irregularidades del camino?,Barra estabilizadora,Amortiguador,Eje rígido,Rack de dirección,Amortiguador
224,"Chasis, Suspensión y Frenos",¿Cuál es un elemento elástico de la suspensión?,Amortiguador,Muelle helicoidal,Barra de torsión del freno,Pinza de freno,Muelle helicoidal
225,"Chasis, Suspensión y Frenos",¿Qué tipo de suspensión es más común en vehículos modernos?,Rígida,Semirrígida,Independiente,Neumática,Independiente
226,"Chasis, Suspensión y Frenos",¿Qué sistema utiliza aire comprimido como elemento elástico?,Suspensión rígida,Suspensión hidráulica,Suspensión neumática,Suspensión mecánica,Suspensión neumática
227,"Chasis, Suspensión y Frenos",¿Qué elemento une la carrocería con las ruedas y controla el movimiento vertical?,Tirantes,Muelles,Rótulas,Pastillas,Muelles
228,"Chasis, Suspensión y Frenos",¿Cuál es la función de la barra estabilizadora?,Mejorar la frenada,Reducir el balanceo en curvas,Aumentar la potencia,Lubricar los amortiguadores,Reducir el balanceo en curvas
229,"Chasis, Suspensión y Frenos",¿Qué componente amplifica la fuerza que aplica el conductor en el volante?,Eje rígido,Servoasistencia,Amortiguador,Bomba hidráulica de freno,Servoasistencia
230,"Chasis, Suspensión y Frenos",¿Qué sistema usa un motor eléctrico para asistir la dirección?,Hidráulico,Electrohidráulico,Eléctrico (EPS),Mecánico,Eléctrico (EPS)
231,"Chasis, Suspensión y Frenos",¿Qué ángulo de la dirección se mide en grados y afecta el desgaste del neumático?,Avance,Caída,Convergencia,Desmultiplicación,Caída
232,"Chasis, Suspensión y Frenos",¿Qué elemento produce la fuerza de frenado en un freno de disco?,Tambor,Zapatillas,Pastillas,Servo,Pastillas
233,"Chasis, Suspensión y Frenos",¿Qué líquido transmite presión en un sistema hidráulico de frenos?,Refrigerante,Aceite motor,Líquido DOT,Grasa multiuso,Líquido DOT
234,"Chasis, Suspensión y Frenos",¿Qué sistema mantiene detenido el vehículo en reposo?,Freno hidráulico delantero,Freno de disco trasero,Freno de estacionamiento,ABS,Freno de estacionamiento
235,"Chasis, Suspensión y Frenos",¿Qué componente genera vacío para asistir al frenado?,Alternador,Bomba de vacío,Radiador,Catalizador,Bomba de vacío
236,"Chasis, Suspensión y Frenos",¿Qué sistema evita que las ruedas se bloqueen al frenar?,ESP,ABS,TCS,EBD,ABS
237,"Chasis, Suspensión y Frenos",¿Qué significa ESP?,Sistema de potencia electrónica,Programa electrónico de estabilidad,Sensores de presión estática,Sistema eléctrico primario,Programa electrónico de estabilidad
238,"Chasis, Suspensión y Frenos",¿Qué elemento principal posee el freno de tambor?,Pastillas,Pinza,Zapatillas,Caliper,Zapatillas
239,"Chasis, Suspensión y Frenos",El ángulo de avance afecta principalmente:,Estabilidad direccional,Altura del vehículo,Ancho de vía,Relación de compresión,Estabilidad direccional
240,"Chasis, Suspensión y Frenos",El sistema TCS actúa sobre:,Vibraciones,Frenos y motor,Dirección asistida,Amortiguadores,Frenos y motor
241,"Chasis, Suspensión y Frenos",¿Qué tipo de freno usa un caliper?,Tambor,Hidráulico,Disco,Estacionamiento mecánico,Disco
242,"Chasis, Suspensión y Frenos",¿Qué elemento se acciona desde el pedal?,Amortiguador,Caja de dirección,Bomba de freno,Barra estabilizadora,Bomba de freno
243,"Chasis, Suspensión y Frenos",La distancia de parada depende principalmente de:,Color del vehículo,Tipo de amortiguador,Adherencia y fuerza de frenado,Capacidad del alternador,Adherencia y fuerza de frenado
244,"Chasis, Suspensión y Frenos",¿Qué componente conecta el volante con la caja de dirección?,Bielas,Columna de dirección,Muelles,Rótulas,Columna de dirección
245,"Chasis, Suspensión y Frenos",¿Qué tipo de sistema compensa el reparto de frenado?,ABS,EBD/corrector,ESP,TCS,EBD/corrector
246,"Chasis, Suspensión y Frenos",¿Qué elemento evita vibraciones excesivas de la suspensión?,Muelles,Amortiguadores,Tirantes,Casquillos,Amortiguadores
247,"Chasis, Suspensión y Frenos",¿Qué fenómeno se produce cuando la frecuencia de vibración del vehículo coincide con la del camino?,Cavitación,Resonancia,Amortiguación,Deriva,Resonancia
248,"Chasis, Suspensión y Frenos",¿Qué suspensión permite el movimiento independiente de cada rueda?,Rígida,Doble eje,Independiente,Semirrígida,Independiente
249,"Chasis, Suspensión y Frenos",En una suspensión neumática, el control de altura depende de:,Muelles auxiliares,Sensor de nivel y compresor,Tirantes,ABS,Sensor de nivel y compresor
250,"Chasis, Suspensión y Frenos",¿Qué componente define la dureza del amortiguador?,Diámetro del pistón,Longitud del vástago,Viscosidad del aceite,Longitud del muelle,Viscosidad del aceite
251,"Chasis, Suspensión y Frenos",¿Qué tipo de dirección utiliza piñón y cremallera?,De bolas recirculantes,De tornillo sin fin,Mecánica simple,De cremallera,De cremallera
252,"Chasis, Suspensión y Frenos",¿Cuál es la ventaja principal de la servoasistencia eléctrica sobre la hidráulica?,Mayor peso,Menor consumo de energía,Más compleja,No requiere sensores,Menor consumo de energía
253,"Chasis, Suspensión y Frenos",¿Qué ángulo se relaciona directamente con el retorno natural del volante?,Caída,Convergencia,Avance,Divergencia,Avance
254,"Chasis, Suspensión y Frenos",La geometría Ackermann está diseñada para:,Reducir la distancia de frenado,Lograr que las ruedas giren con diferentes radios en una curva,Evitar vibraciones,Mejorar la amortiguación,Lograr que las ruedas giren con diferentes radios en una curva
